Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-17285][2019 USDM WRX MT COBB Custom Features][Reflash: Stage1+BigSF 91 v302.ptm - Realtime: Stage1+BigSF 91 v302.ptm]
15.735,0.13,14.62,12.93,1.000,0.00,0.00,626,438,4,75,6.76,-11.30,201,0.00,0.22,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.29,59,1.16,3028,7.1,0.00,0
15.790,0.13,14.62,12.93,1.000,0.00,0.00,632,438,4,75,6.74,-11.24,202,0.00,0.17,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.29,59,1.20,3016,7.1,0.00,0
15.876,0.13,14.62,12.93,1.000,0.00,0.00,642,438,4,75,6.74,-11.20,202,0.00,0.13,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.28,59,1.18,3005,7.1,0.00,0
15.940,0.13,14.62,12.98,1.000,0.00,0.00,643,438,4,75,6.71,-11.19,202,0.00,0.14,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.27,59,1.20,2985,6.7,0.00,0
16.031,0.13,14.62,12.98,1.000,0.00,0.00,653,438,4,77,6.63,-11.28,202,0.00,0.22,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.27,59,1.18,2971,6.7,0.00,0
16.098,0.13,14.62,12.98,1.000,0.00,0.00,658,438,4,77,6.60,-11.33,202,0.00,0.27,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.26,59,1.12,2963,7.1,0.00,0
16.156,0.13,14.62,12.98,1.000,0.00,0.00,663,438,4,77,6.55,-11.39,202,0.00,0.33,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.26,59,1.16,2945,6.7,0.00,0
16.215,0.13,14.62,12.98,1.000,0.00,0.00,667,438,4,77,6.52,-11.42,202,0.00,0.37,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.25,59,1.14,2936,6.7,0.00,0
16.274,0.13,14.62,12.98,1.000,0.00,0.00,669,438,4,77,6.51,-11.35,202,0.00,0.33,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.25,59,1.18,2930,6.7,0.00,0
16.335,0.13,14.62,12.98,1.000,0.00,0.00,674,438,4,77,6.50,-11.25,202,0.00,0.21,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.25,59,1.18,2915,6.7,0.00,0
16.395,0.13,14.62,12.98,1.000,0.00,0.00,679,438,4,77,6.49,-11.13,202,0.00,0.10,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.24,59,1.14,2898,6.7,0.00,0
16.455,0.13,14.62,13.02,1.000,0.00,0.00,685,438,4,77,6.49,-11.22,202,0.00,0.18,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.24,59,1.14,2898,6.7,0.00,0
16.514,0.13,14.62,13.02,1.000,0.00,0.00,690,438,4,77,6.47,-11.33,202,0.00,0.28,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.24,59,1.16,2893,6.7,0.00,0
16.573,0.13,14.62,13.02,1.000,0.00,0.00,695,438,4,77,6.43,-11.34,202,0.00,0.32,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.23,59,1.16,2873,6.7,0.00,0
16.638,0.13,14.62,13.02,1.000,0.00,0.00,695,438,4,77,6.42,-11.18,202,0.00,0.16,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.22,59,1.14,2866,6.7,0.00,0
16.698,0.13,14.62,13.02,1.000,0.00,0.00,701,438,4,77,6.42,-11.16,202,0.00,0.14,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.22,59,1.12,2864,6.7,0.00,0
16.757,0.13,14.62,13.02,1.000,0.00,0.00,706,438,4,77,6.39,-11.34,202,0.00,0.30,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.22,59,1.14,2856,6.7,0.00,0
16.816,0.13,14.62,13.02,1.000,0.00,0.00,711,438,4,77,6.37,-11.22,202,0.00,0.20,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.22,59,1.14,2847,6.7,0.00,0
16.874,0.13,14.62,13.02,1.000,0.00,0.00,717,438,4,77,6.38,-11.08,202,0.00,0.06,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.21,59,1.14,2843,6.7,0.00,0
16.939,0.13,14.62,13.02,1.000,0.00,0.00,717,438,4,77,6.36,-11.27,202,0.00,0.22,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.21,59,1.14,2840,6.7,0.00,0
16.989,0.13,14.62,13.02,1.000,0.00,0.00,722,438,4,77,6.34,-11.27,202,0.00,0.25,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.21,59,1.14,2829,6.7,0.00,0
17.059,0.13,14.62,13.02,1.000,0.00,0.00,727,438,4,77,6.34,-11.07,201,0.00,0.06,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.20,59,1.16,2820,6.7,0.00,0
17.144,0.13,14.62,13.02,1.000,0.00,0.00,733,438,4,77,6.34,-11.32,201,0.00,0.29,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.20,59,1.18,2817,6.7,0.00,0
17.191,0.13,14.62,13.02,1.000,0.00,0.00,738,438,4,77,6.35,-11.12,201,0.00,0.11,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.20,59,1.16,2815,6.7,0.00,0
17.268,0.13,14.62,13.02,1.000,0.00,0.00,742,438,4,77,6.35,-11.23,201,0.00,0.19,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.20,59,1.16,2810,6.7,0.00,0
17.324,0.13,14.62,13.02,1.000,0.00,0.00,743,438,4,77,6.34,-11.18,201,0.00,0.28,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.20,59,1.14,2803,6.7,0.00,0
17.383,0.13,14.62,13.02,1.000,0.00,0.00,748,438,4,77,6.32,-11.09,201,0.00,0.04,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.19,61,1.16,2795,6.7,0.00,0
17.445,0.13,14.62,13.02,1.000,0.00,0.00,754,438,4,77,6.27,-11.31,201,0.00,0.25,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.19,61,1.18,2794,6.7,0.00,0
17.506,0.13,14.62,13.02,1.000,0.00,0.00,759,438,4,77,6.24,-11.10,201,0.00,0.13,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.19,59,1.14,2796,6.7,0.00,0
17.565,0.13,14.62,12.98,1.000,0.00,0.00,759,438,4,79,6.19,-11.24,201,0.00,0.16,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.19,61,1.16,2791,6.7,0.00,0
17.625,0.13,14.62,12.93,1.000,0.00,0.00,764,438,4,79,6.18,-11.15,201,0.00,0.25,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.19,61,1.14,2782,6.7,0.00,0
17.685,0.13,14.62,12.89,1.000,0.00,0.00,770,438,4,79,6.17,-11.18,201,0.00,0.11,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.19,61,1.12,2778,6.7,0.00,0
17.739,0.13,14.62,12.89,1.000,0.00,0.00,770,438,4,79,6.16,-11.24,201,0.00,0.30,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.18,61,1.14,2777,6.7,0.00,0
17.814,0.13,14.62,12.84,1.000,0.00,0.00,775,438,4,79,6.16,-11.17,201,0.00,0.15,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.18,61,1.14,2770,6.7,0.00,0
17.869,0.13,14.62,12.80,1.000,0.00,0.00,780,438,4,79,6.14,-11.24,201,0.00,0.28,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.18,61,1.12,2760,6.7,0.00,0
17.950,0.13,14.62,12.76,1.000,0.00,0.00,786,438,4,79,6.13,-11.19,201,0.00,0.11,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.18,61,1.12,2760,6.7,0.00,0
18.005,0.13,14.62,12.71,1.000,0.00,0.00,791,438,4,79,6.12,-11.20,201,0.00,0.29,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.18,61,1.10,2761,6.7,0.00,0
18.066,0.13,14.62,12.71,1.000,0.00,0.00,791,438,4,79,6.10,-11.15,201,0.00,0.07,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.17,61,1.12,2751,6.7,0.00,0
18.126,0.13,14.62,12.67,1.000,0.00,0.00,796,438,4,79,6.07,-11.22,201,0.00,0.29,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.17,61,1.14,2744,6.7,0.00,0
18.185,0.13,14.62,12.63,1.000,0.00,0.00,802,438,4,79,6.03,-11.18,201,0.00,0.10,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.17,61,1.08,2745,6.7,0.00,0
18.245,0.13,14.62,12.59,1.000,0.00,0.00,802,438,4,79,6.01,-11.20,201,0.00,0.30,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.17,61,1.12,2747,6.7,0.00,0
18.304,0.13,14.62,12.54,1.000,0.00,0.00,807,438,4,79,6.01,-11.20,201,0.00,0.13,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.17,61,1.14,2736,6.7,0.00,0
18.362,0.13,14.62,12.54,1.000,0.00,0.00,812,438,4,79,6.02,-11.15,201,0.00,0.29,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.16,61,1.16,2725,6.7,0.00,0
18.423,0.13,14.62,12.50,1.000,0.00,0.00,812,438,4,79,6.03,-11.23,201,0.00,0.16,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.16,61,1.14,2728,6.7,0.00,0
18.482,0.13,14.62,12.46,1.000,0.00,0.00,817,438,4,79,6.03,-11.09,201,0.00,0.21,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.17,61,1.10,2731,6.7,0.00,0
18.552,0.13,14.62,12.46,1.000,0.00,0.00,823,438,4,79,6.00,-11.32,201,0.00,0.25,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.16,61,1.10,2713,6.7,0.00,0
18.624,0.13,14.62,12.46,1.000,0.00,0.00,823,438,4,79,5.97,-11.17,201,0.00,0.08,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.16,61,1.10,2709,6.7,0.00,0
18.679,0.13,14.62,12.46,1.000,0.00,0.00,828,438,4,79,5.96,-11.16,201,0.00,0.29,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.16,61,1.14,2714,6.7,0.00,0
18.754,0.13,14.62,12.46,1.000,0.00,0.00,833,438,4,79,5.95,-11.30,201,0.00,0.21,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.16,61,1.12,2706,6.7,0.00,0
18.809,0.13,14.62,12.46,1.000,0.00,0.00,839,438,4,79,5.94,-11.09,201,0.00,0.05,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.15,61,1.12,2699,6.7,0.00,0
18.892,0.13,14.62,12.46,1.000,0.00,0.00,839,438,4,79,5.94,-11.17,201,0.00,0.28,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.15,61,1.14,2701,6.7,0.00,0
18.939,0.13,14.62,12.46,1.000,0.00,0.00,844,438,4,79,5.93,-11.23,201,0.00,0.10,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.15,61,1.14,2695,6.7,0.00,0
19.021,0.13,14.62,12.46,1.000,0.00,0.00,849,438,4,79,5.93,-11.10,201,0.00,0.06,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.15,61,1.10,2686,6.7,0.00,0
19.076,0.13,14.62,12.46,1.000,0.00,0.00,849,438,4,79,5.92,-11.24,201,0.00,0.28,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.15,61,1.14,2685,6.7,0.00,0
19.137,0.13,14.62,12.46,1.000,0.00,0.00,855,438,4,79,5.88,-11.25,201,0.00,0.15,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.15,61,1.08,2683,6.7,0.00,0
19.196,0.13,14.62,12.46,1.000,0.00,0.00,859,438,4,79,5.88,-11.10,201,0.00,0.06,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.14,61,1.12,2675,6.7,0.00,0
19.255,0.13,14.62,12.46,1.000,0.00,0.00,860,438,4,79,5.88,-11.29,201,0.00,0.29,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.14,61,1.12,2670,6.7,0.00,0
19.315,0.13,14.62,12.46,1.000,0.00,0.00,865,438,4,79,5.89,-11.23,201,0.00,0.13,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.14,61,1.12,2670,6.7,0.00,0
19.375,0.13,14.62,12.46,1.000,0.00,0.00,865,438,4,79,5.89,-11.13,201,0.00,0.08,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.14,61,1.14,2664,6.7,0.00,0
19.429,0.13,14.62,12.46,1.000,0.00,0.00,871,438,4,79,5.89,-11.29,201,0.00,0.29,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.13,61,1.12,2659,6.7,0.00,0
19.504,0.13,14.62,12.46,1.000,0.00,0.00,876,438,4,79,5.89,-11.30,201,0.00,0.14,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.13,61,1.16,2661,6.7,0.00,0
19.559,0.13,14.62,12.46,1.000,0.00,0.00,876,438,4,79,5.88,-11.13,201,0.00,0.07,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.13,61,1.12,2656,6.7,0.00,0
19.634,0.13,14.62,12.46,1.000,0.00,0.00,881,438,4,79,5.86,-11.16,201,0.00,0.11,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.13,61,1.10,2646,6.7,0.00,0
19.690,0.13,14.62,12.46,1.000,0.00,0.00,886,438,4,79,5.79,-11.29,201,0.00,0.29,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.13,61,1.12,2641,6.7,0.00,0
19.771,0.13,14.62,12.46,1.000,0.00,0.00,886,438,4,79,5.71,-11.32,201,0.00,0.19,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.13,61,1.10,2641,6.7,0.00,0
19.816,0.13,14.62,12.46,1.000,0.00,0.00,892,438,4,79,5.69,-11.22,201,0.00,0.08,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.12,61,1.08,2633,6.7,0.00,0
19.875,0.13,14.62,12.46,1.000,0.00,0.00,892,438,4,79,5.68,-11.19,201,0.00,0.24,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.12,61,1.10,2633,6.7,0.00,0
19.935,0.12,14.62,12.46,1.000,0.00,0.00,897,438,4,81,5.64,-11.38,201,0.00,0.27,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.12,61,1.10,2630,6.7,0.00,0
19.989,0.12,14.62,12.46,1.000,0.00,0.00,901,438,4,81,5.62,-11.28,201,0.00,0.15,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.12,61,1.06,2624,6.7,0.00,0
20.081,0.12,14.62,12.46,1.000,0.00,0.00,902,438,4,81,5.60,-11.27,201,0.00,0.15,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.12,61,1.06,2619,6.7,0.00,0
20.146,0.12,14.62,12.46,1.000,0.00,0.00,908,438,4,81,5.58,-11.24,201,0.00,0.11,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.12,61,1.08,2616,6.7,0.00,0
20.205,0.12,14.62,12.46,1.000,0.00,0.00,908,438,4,81,5.56,-11.20,201,0.00,0.23,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.12,61,1.08,2611,6.7,0.00,0
20.266,0.12,14.62,12.46,1.000,0.00,0.00,913,438,4,81,5.55,-11.24,201,0.00,0.32,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.11,61,1.10,2609,6.7,0.00,0
20.315,0.12,14.62,12.46,1.000,0.00,0.00,913,438,4,81,5.53,-11.38,201,0.00,0.20,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.11,61,1.08,2605,6.7,0.00,0
20.375,0.12,14.62,12.46,1.000,0.00,0.00,918,438,4,81,5.53,-11.24,201,0.00,0.11,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.11,61,1.08,2602,6.7,0.00,0
20.435,0.12,14.62,12.46,1.000,0.00,0.00,922,438,4,81,5.49,-11.17,201,0.00,0.10,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.11,61,1.10,2595,6.3,0.00,0
20.494,0.12,14.62,12.46,1.000,0.00,0.00,924,438,4,81,5.44,-11.21,201,0.00,0.27,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.11,61,1.08,2589,6.3,0.00,0
20.556,0.12,14.62,12.46,1.000,0.00,0.00,929,438,4,81,5.40,-11.36,201,0.00,0.31,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.11,61,1.08,2591,6.3,0.00,0
20.615,0.12,14.62,12.46,1.000,0.00,0.00,929,438,4,81,5.36,-11.37,201,0.00,0.24,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.10,61,1.04,2586,6.3,0.00,0
20.675,0.12,14.62,12.46,1.000,0.00,0.00,934,438,4,81,5.35,-11.30,201,0.00,0.16,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.10,61,1.04,2579,6.3,0.00,0
20.735,0.12,14.62,12.46,1.000,0.00,0.00,934,438,4,81,5.36,-11.24,201,0.00,0.17,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.10,61,1.08,2575,6.3,0.00,0
20.795,0.12,14.62,12.46,1.000,0.00,0.00,940,438,4,81,5.35,-11.19,201,0.00,0.12,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.10,61,1.06,2573,6.3,0.00,0
20.850,0.12,14.62,12.46,1.000,0.00,0.00,940,438,4,81,5.32,-11.21,201,0.00,0.23,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.10,61,1.10,2570,6.3,0.00,0
20.937,0.12,14.62,12.46,1.000,0.00,0.00,945,438,4,81,5.28,-11.20,201,0.00,0.13,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.09,61,1.10,2564,6.3,0.00,0
21.008,0.12,14.62,12.46,1.000,0.00,0.00,950,438,4,81,5.24,-11.26,201,0.00,0.20,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.09,61,1.04,2563,6.3,0.00,0
21.063,0.12,14.62,12.46,1.000,0.00,0.00,950,438,4,81,5.21,-11.22,201,0.00,0.30,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.09,61,1.04,2553,6.3,0.00,0
21.125,0.12,14.62,12.46,1.000,0.00,0.00,956,438,4,81,5.19,-11.25,201,0.00,0.17,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.09,61,1.10,2548,6.3,0.00,0
21.185,0.12,14.62,12.46,1.000,0.00,0.00,956,438,4,81,5.18,-11.29,201,0.00,0.28,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.09,61,1.10,2547,6.3,0.00,0
21.245,0.12,14.62,12.46,1.000,0.00,0.00,961,438,4,81,5.18,-11.38,201,0.00,0.25,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.09,61,1.08,2549,6.3,0.00,0
21.305,0.12,14.62,12.46,1.000,0.00,0.00,961,438,4,81,5.16,-11.41,201,0.00,0.20,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.09,61,1.06,2543,6.3,0.00,0
21.364,0.12,14.62,12.46,1.000,0.00,0.00,966,438,4,81,5.15,-11.39,201,0.00,0.18,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.08,61,1.08,2535,6.3,0.00,0
21.428,0.12,14.62,12.46,1.000,0.00,0.00,966,438,4,81,5.14,-11.34,201,0.00,0.26,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.08,61,1.04,2531,6.3,0.00,0
21.487,0.12,14.62,12.46,1.000,0.00,0.00,971,438,4,81,5.13,-11.34,201,0.00,0.15,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.08,61,1.04,2528,6.3,0.00,0
21.543,0.12,14.62,12.46,1.000,0.00,0.00,971,438,4,81,5.11,-11.33,201,0.00,0.24,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.08,61,1.02,2528,6.3,0.00,0
21.612,0.12,14.62,12.46,1.000,0.00,0.00,977,438,4,81,5.08,-11.34,201,0.00,0.19,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.08,61,1.04,2521,6.3,0.00,0
21.687,0.12,14.62,12.46,1.000,0.00,0.00,982,438,4,81,5.05,-11.39,201,0.00,0.30,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.07,61,1.00,2512,6.3,0.00,0
21.742,0.12,14.62,12.46,1.000,0.00,0.00,982,438,4,81,5.02,-11.39,201,0.00,0.30,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.07,61,1.06,2513,6.3,0.00,0
21.810,0.12,14.62,12.46,1.000,0.00,0.00,987,438,4,81,4.98,-11.37,201,2.81,0.28,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.07,61,1.04,2507,6.7,0.00,0
21.888,0.12,14.62,12.46,1.000,0.00,0.00,987,438,4,81,5.00,-11.25,201,2.84,0.35,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.07,61,1.04,2503,6.7,0.00,0
21.943,0.12,14.62,13.02,1.000,0.00,0.00,993,438,4,81,5.01,-11.24,201,9.50,0.82,1.000,0.00,3.91,22.20,0.8,14.07,189,12.00,1.07,61,1.04,2503,7.1,0.00,0
22.003,0.12,13.15,13.02,1.000,0.00,0.00,938,438,4,81,5.12,-11.21,201,10.12,0.83,1.000,0.00,3.91,22.20,1.2,14.07,189,12.50,0.53,61,1.04,2498,6.7,0.00,0
22.084,0.12,13.15,13.02,1.000,0.00,0.00,858,438,4,81,5.22,-11.24,201,13.49,1.03,1.000,0.00,3.91,22.20,2.7,14.07,189,14.00,0.54,61,1.04,2506,7.1,0.00,0
22.131,0.12,13.15,13.02,1.000,0.00,0.00,794,438,4,81,5.30,-11.23,201,19.27,1.40,1.000,0.00,3.91,22.20,3.9,14.07,189,15.50,0.53,61,1.02,2488,7.5,0.00,0
22.200,0.13,13.15,13.02,1.000,0.00,0.00,718,438,4,81,5.65,-11.13,201,22.25,1.62,1.000,0.00,3.91,22.20,4.7,14.07,189,16.50,0.53,61,1.12,2485,7.8,0.00,0
22.272,0.14,13.15,13.02,1.000,0.00,0.00,634,438,4,81,5.99,-11.07,201,23.33,1.60,1.000,0.00,3.91,22.20,5.1,14.07,189,17.50,1.07,61,1.12,2494,8.2,0.00,0
22.343,0.14,13.15,13.02,1.000,0.00,0.00,553,438,4,81,6.21,-11.08,201,23.12,1.63,1.000,0.00,3.91,22.20,5.1,14.07,189,19.00,1.06,61,1.22,2491,8.2,0.00,0
22.403,0.14,13.15,13.02,1.000,0.00,0.00,483,438,4,81,6.32,-11.08,201,22.75,1.60,1.000,0.00,3.91,22.20,5.1,14.07,189,20.00,1.06,61,1.12,2484,8.2,0.00,0
22.461,0.14,13.15,13.02,1.000,0.00,0.00,418,438,4,81,6.38,-11.10,201,22.89,1.63,1.000,0.00,3.91,22.20,5.1,14.07,189,21.50,1.06,61,1.18,2475,8.2,0.00,0
22.551,0.16,13.15,13.02,1.000,0.00,0.00,417,438,4,81,6.45,-11.00,201,23.35,1.56,1.000,0.00,3.91,22.05,5.1,14.07,189,23.00,1.58,61,1.10,2476,8.2,0.00,0
22.617,0.16,13.15,13.02,1.000,0.00,0.00,429,438,4,81,6.51,-10.99,201,24.62,1.60,1.000,0.00,3.91,20.00,5.5,14.07,189,24.00,1.58,61,1.14,2472,8.2,0.00,0
22.679,0.16,13.15,13.02,1.000,0.00,0.00,446,438,4,81,6.55,-10.98,201,26.16,1.64,1.000,0.00,3.91,19.15,5.9,14.07,189,24.00,1.58,61,1.08,2468,8.2,0.00,0
22.731,0.16,13.15,13.02,1.000,0.00,0.00,442,438,4,81,6.64,-10.95,201,26.43,1.64,1.000,0.00,3.91,18.15,5.9,14.07,189,24.00,1.58,61,1.20,2472,8.6,0.00,0
22.819,0.16,13.15,13.02,1.000,0.00,0.00,398,438,4,81,6.72,-10.78,201,26.20,1.66,1.000,0.00,3.91,17.45,5.9,14.07,189,24.00,1.58,61,1.18,2465,8.6,0.00,0
22.875,0.16,13.15,13.02,1.000,0.00,0.00,399,438,4,81,6.75,-10.77,201,28.19,1.71,1.000,0.00,3.91,16.83,5.9,14.07,189,24.00,1.57,61,1.16,2461,8.6,0.00,0
22.935,0.16,13.15,13.02,1.000,0.00,0.00,407,438,4,81,6.80,-10.71,201,27.36,1.58,1.000,0.00,3.91,16.40,5.9,14.07,189,24.00,1.58,61,1.20,2462,8.6,0.00,0
22.999,0.16,13.15,13.02,1.000,0.00,0.00,410,438,4,81,6.87,-10.68,201,27.43,1.52,1.000,0.00,3.91,16.06,5.9,14.07,189,24.00,1.57,61,1.22,2459,8.6,0.00,0
23.050,0.17,13.15,13.02,1.000,0.00,0.00,396,438,4,81,6.90,-10.73,201,25.38,1.38,1.000,0.00,3.91,15.88,5.5,14.07,189,24.00,1.57,61,1.12,2456,8.2,0.00,0
23.141,0.16,13.15,13.02,1.000,0.00,0.00,402,438,4,81,6.78,-10.82,201,24.61,1.45,1.000,0.00,3.91,15.69,5.5,14.07,189,24.00,1.57,61,1.18,2457,8.2,0.00,0
23.207,0.16,13.15,13.02,1.000,0.00,0.00,411,438,4,81,6.68,-10.74,201,24.41,1.37,1.000,0.00,3.91,15.49,5.1,14.07,189,24.00,1.57,61,1.16,2453,8.2,0.00,0
23.267,0.16,13.15,13.02,1.000,0.00,0.00,386,438,4,81,6.59,-10.76,201,23.75,1.34,1.000,0.00,3.91,15.25,5.1,14.07,189,24.00,1.57,61,1.14,2448,8.2,0.00,0
23.326,0.16,13.15,13.02,1.000,0.00,0.00,404,438,4,81,6.53,-10.79,201,23.91,1.38,1.000,0.00,3.91,15.20,5.1,14.07,189,24.00,1.57,61,1.16,2454,8.2,0.00,0
23.385,0.16,13.15,13.02,1.000,0.00,0.00,408,438,4,81,6.46,-10.85,201,22.27,1.25,1.000,0.00,3.91,15.13,4.7,14.07,189,24.00,1.57,61,1.12,2446,7.8,0.00,0
23.445,0.16,13.15,13.02,1.000,0.00,0.00,391,438,4,81,6.34,-10.85,201,22.59,1.34,1.000,0.00,3.91,15.03,4.7,14.07,189,24.00,1.56,61,1.14,2441,7.8,0.00,0
23.501,0.14,13.15,13.02,1.000,0.00,0.00,402,438,4,81,6.25,-10.93,201,23.10,1.46,1.000,0.00,3.91,14.97,4.7,14.07,189,24.00,1.56,61,1.12,2441,7.8,0.00,0
23.577,0.14,13.15,13.02,1.000,0.00,0.00,388,438,4,81,6.21,-10.96,201,23.34,1.50,1.000,0.00,3.91,14.91,5.1,14.07,189,24.00,1.56,61,1.20,2443,7.8,0.00,0
